ENTRY	SHORT DEF	LONGER DEF	FIRST OCCURRENCE	NUM OCCURRENCES	POS
"comprimo comprimere compressi compressum"	"comprimō comprimere compressī compressum"	"to compress"	"to compress, restrain, crush"	"145"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#comprimo"	"2022"
"con-cerno –cernere –crevi –cretum"	"con-cernō –cernere –crēvī –crētum"	"to mix"	"to mingle together"	"598"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#con-cerno"	"11140"
"con-fremo –fremere –fremui —"	"con-fremō –fremere –fremuī —"	"to resound"	"to murmer together, to resound with noise"	"62"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#con-fremo"	"11140"
"conamen –inis n."	"cōnāmen –inis n."	"an effort, exertion, struggle"	"an effort, exertion, struggle"	"462"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#conamen"	"6575"
"concido concidere concidi"	"concidō concidere concidī"	"to fall down"	"to fall down, fall faint, fall dead, fall victim, fall to earth, fall short, collapse; drop, subside; decline; perish, be slain/sacrificed; lose one's case, fail, give out, lose heart, decay"	"370"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#concido"	"2249"
"concieo –ere –ivi –itus"	"concieō –ēre –īvī –itus"	"to call together; incite"	"to call together; incite, to stir up, arouse; enrage, fire, make furious; hurl, shoot from; disturb; (pass.), to be impelled on, dart along; hasten, speed"	"659"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#concieo"	"2938"
"concilium concili(i) n."	"concilium concilī(ī) n."	"union; assembly"	"public gathering/meeting; popular assembly, council; hearing; debate/discussion; association, society, company; union/connection (of objects); league of states; sexual union/coition; close conjunction; bond of union; plant iasione blossom"	"107"	"3"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#concilium"	"1251"
"concipio concipere concepi conceptum"	"concipiō concipere concēpī conceptum"	"to produce, conceive"	"to hold, conceive, become fertilized, germinate, commit; verba concepta, “a solemn utterance”"	"141"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#concipio"	"1447"
"concito concitare concitavi concitatus"	"concitō concitāre concitāvī concitātus"	"to incite"	"to arouse, incite"	" 287"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#concito"	"1464"
"concurro concurrere concucurri concursus"	"concurrō concurrere concucurrī concursus"	"to assemble"	"to run/assemble/knock/snap together; agree, fit, concur; coincide; make same claim; charge, fight/engage in battle; come running up/in large numbers; rally"	" 267"	"6"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#concurro"	"1100"
"confodio –ere –fodi –fossus"	"cōnfodiō –ere –fōdī –fossus"	"to stab"	"to stab, wound"	"453"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#confodio"	"4475"
"confugio confugere confugi"	"cōnfugiō cōnfūgere cōnfūgī"	"to flee"	"to flee"	"681"	"4"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#confugio"	"2477"
"confundo confundere confudi confusum"	"cōnfundō cōnfundere cōnfūdī cōnfūsum"	"to pour together"	"to pour together, confuse; proelia confundere: stir up battle"	"257"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#confundo"	"2249"
"congressus –us m."	"congressus –ūs m."	"coming together; conflict"	"a coming together; conflict, assault; pl., an interview (> congredior)"	"85"	"2"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#congressus"	"3501"
"coniungo coniungere coniunxi coniunctus"	"coniungō coniungere coniūnxī coniūnctus"	"to join together"	"to connect, join/yoke together; marry; connect/compound (words) (w/conjunctions); unite (sexually); place/bring side–by–side; juxtapose; share; add; associate; join in time, make follow without a break"	"296"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#coniungo"	"904"
"conlabor –lapsus sum"	"conlābor –lāpsus sum"	"to slip or fall together or completely; sink down"	"to slip or fall together or completely; sink down; swoon, faint; fall"	" 1061"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#conlabor"	"3634"
"conlaudo or collaudo collaudare"	"conlaudō or collaudō collaudāre"	"to praise highly"	"to praise or commend very much, extol highly "	"135"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#conlaudo"	"5290"
"consido considere consedi consessus"	"cōnsīdō cōnsīdere cōnsēdī cōnsessus"	"to sit down, settle"	"to sit down/be seated; hold sessions, sit (judge), try; alight; subside/sink (in); encamp/bivouac; take up a position; stop/stay, make one's home, settle; lodge"	"654"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#consido"	"1038"
"conspicio conspicere conspexi conspectus"	"cōnspiciō cōnspicere cōnspexī cōnspectus"	"to catch sight of, behold"	"to observe, see, witness;  notice; watch; gaze on, stare; catch sight of, be in sight of; face; have appearance; attract attention; discern"	"319"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#conspicio"	"892"
"construo –ere –struxi –structus"	"cōnstruō –ere –strūxī –strūctus"	"to pile together"	"to pile together, heap, gather, build up"	" 1048"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#construo"	"4702"
"consurgo –ere –surrexi –surrectus"	"cōnsurgō –ere –surrēxī –surrēctus"	"to rise together"	"to rise together, rise up; rise at once; rise; rise or spring to the oars, ply"	" 474"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#consurgo"	"2022"
"contendo contendere contendi contentus"	"contendō contendere contendī contentus"	"to strain, exert"	"to stretch, draw tight, make taut; draw/bend (bow/catapult); tune; stretch out; compete/contend (fight/law), dispute; compare/match/contrast; demand/press for; strain/tense; make effort, strive for; speak seriously/passionately; assert; hurl, shoo"	"9"	"6"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#contendo"	"411"
"conterreo –ere –ui –itus"	"conterreō –ēre –uī –itus"	"to frighten greatly; terrify"	"to frighten greatly; terrify"	"807"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#conterreo"	"4957"
"continuo"	"continuō"	"immediately, continuously"	"immediately, straightway (> continuus); continuously"	" 579"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#continuō"	"1656"
"continuus –a –um"	"continuus –a –um"	"connected"	"incessant, unremitting; constantly repeating/recurring; successive, next in line; continuous, connected, hanging together; uninterrupted; indivisible; lasting"	" 225"	"2"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#continuus"	"1892"
"contorqueo –ere –torsi –tortus"	"contorqueō –ēre –torsī –tortus"	"to turn round entirely"	"to turn round entirely, twist; turn; hurl, cast, lance"	"314"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#contorqueo"	"3398"
"convicium –i n."	"convīcium –ī n."	"clamor, abuse, mockery"	"clamor, uproar; insulting talk, abuse, mockery"	"61"	"2"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#convicium"	"2718"
"convoco convocare convocavi convocatus"	"convocō convocāre convocāvī convocātus"	"to call together"	"to call/bring together; assemble; convoke/convene; summon/muster; collect (thing)"	" 51"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#convoco"	"1576"
"coram"	"corām"	"personally; openly, publicly"	"in person, face–to–face; in one's presence, before one's eyes; publicly, openly"	" 721"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#coram"	"1557"
"cornipes –edis"	"cornipēs –edis"	"horn–hoofed"	"horn–hoofed (> cornu and pes)"	"479"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#cornipes"	"8014"
"corono coronare coronavi coronatus"	"corōnō coronāre coronāvī coronātus"	"to crown, surround"	"to crown, surround"	"683"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#corono"	"3767"
"corripio corripere corripui correptum"	"corripiō corripere corripuī correptum"	"to seize, plunder; rebuke"	"to seize, plunder; censure, rebuke, find fault with; hasten over; gradum corripere = hurry"	"140"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#corripio"	"958"
"corusco coruscare coruscavi coruscatus"	"coruscō coruscāre coruscāvī coruscātus"	"to push with the horns; move quickly hither and thither; shake"	"to push with the horns; move quickly hither and thither; shake, brandish, wave, swing; flash; glisten."	"393"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#corusco"	"5290"
"coruscus –a –um"	"coruscus –a –um"	"vibrating, gleaming"	"vibrating, tremulous, waving; flashing; gleaming (> corusco)"	"296"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#coruscus"	"2859"
"crastinus –a –um"	"crāstinus –a –um"	"pertaining to tomorrow"	"pertaining to the morrow; tomorrow’s (> cras, the morrow)"	"117"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#crastinus"	"3767"
"creber crebra crebrum"	"crebēr crēbra crēbrum"	"thick, crowded, close"	"thick/crowded/packed/close set; frequent/repeated, constant; numerous/abundant"	" 771"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#creber"	"974"
"crinis crinis m."	"crīnis crīnis m."	"hair"	"hair"	"323"	"3"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#crinis"	"1100"
"crista –ae f."	"crista –ae f."	"crest"	"a crest, plume; helmet"	"569"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#crista"	"3127"
"crudelis crudele"	"crūdēlis crūdēle"	"unfeeling, cruel"	"cruel, hardhearted, unmerciful, severe, bloodthirsty, savage, inhuman; harsh, bitter"	"76"	"5"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#crudelis"	"730"
"cruentus –a –um"	"cruentus –a –um"	"bloody, blood–stained"	"bloody, blood–stained; covered with blood"	"492"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#cruentus"	"1673"
"cruor cruoris m."	"cruor cruōris m."	"blood, bloodshed"	"blood, bloodshed"	"266"	"6"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#cruor"	"1503"
"crus –uris n."	"crūs –ūris n."	"shin, leg"	"shin, leg"	"232"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#crus"	"1656"
"cubile cubilis n."	"cubīle cubīlis n."	"couch, bed"	"place of rest, couch, bed"	" 43"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#cubile"	"2249"
"cumque"	"cumque"	"whenever, always"	"however, whenever, howsoever, whensoever, at any time (= quandocumque)"	" 876"	"2"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#cumque"	"1951"
"cuspis –idis f."	"cuspis –idis f."	"sharp point, spear"	"sharp point, tip (esp. of a spear)"	"405"	"10"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#cuspis"	"2424"
"damnosus –a –um"	"damnōsus –a –um"	"injurious, destructive"	"full of injury; injurious, destructive, pernicious"	"26"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#damnosus"	"9174"
"daps dapis f."	"daps dapis f."	"feast"	"a feast, banquet; food, viands; flesh of sacrificial victims; usually found in the pl., but the gen. pl. is not used."	" 108"	"4"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#daps"	"2220"
"de-vito –are"	"dē-vītō –āre"	"to avoid"	"to avoid, go out of the way of, shun (rare but class."	" 290"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#de-vito"	"8014"
"decedo decedere decessi decessus"	"dēcēdō dēcēdere dēcessī dēcessus"	"to move away, withdraw"	"to withdraw/retire, go off/away, depart, leave; relinquish/cease; desert/abandon;stray/digress; pass away/depart life, die; subside/cease (feelings); disappear"	"109"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#decedo"	"1522"
"decipio decipere decepi deceptus"	"dēcipiō dēcipere dēcēpī dēceptus"	"to deceive, cheat"	"to deceive, cheat"	"71"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#decipio"	"1503"
"decoro decorare decoravi decoratus"	"decorō decorāre decorāvī decorātus"	"to adorn"	"to adorn, decorate; honor (> decus)"	"230"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#decoro"	"3634"
"decorus –a –um"	"decōrus –a –um"	"fitting, suitable; handsome"	"fitting, suitable; handsome"	" 1052"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#decorus"	"2220"
"decurro –ere –cucurri or curri –cursus"	"dēcurrō –ere –cucurrī or currī –cursus"	"to run down"	"to run down, hasten down; descend; run completely round; sail over, sweep over"	" 854"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#decurro"	"2101"
"dedecus dedecoris n."	"dēdecus dēdecōris n."	"shame, disgrace"	"shame, disgrace, dishonor"	"257"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#dedecus"	"2288"
"defessus –a –um"	"dēfessus –a –um"	"weary, exhausted"	"worn out, weary, exhausted"	" 974"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#defessus"	"2780"
"defleo –ere –flevi –fletus"	"dēfleō –ēre –flēvī –flētus"	"to weep much; weep over"	"to weep much; weep over, bewail, bemoan, lament"	" 844"	"4"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#defleo"	"3634"
"defluo –ere –fluxi –fluxus"	"dēfluō –ere –fluxī –fluxus"	"to flow down; sail down"	"to flow down; sail down; alight, descend; fall, descend"	" 804"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#defluo"	"4087"
"deformis deforme"	"dēfōrmis dēfōrme"	"ugly"	"ugly"	"136"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#deformis"	"3398"
"deformo deformare deformavi deformatus"	"dēfōrmō dēfōrmāre dēfōrmāvī dēfōrmātus"	"to disfigure"	"to disfigure; clothe in mourning, sadden, darken"	" 846"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#deformo"	"6575"
"defugio –fugere –fugi –—"	"dēfugiō –fugere –fūgī –—"	"to make an escape"	"to run off, flee away, make an escape"	" 260"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#defugio"	"8014"
"dehinc"	"dehinc"	"then next"	"then, next"	" 317"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#dehinc"	"2859"
"deicio deicere deieci deictum"	"dēiciō dēicere dēiēci deīctum"	"to throw down, eject"	"to throw down, eject"	"377"	"4"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#deicio"	"1089"
"delabor –lapsus sum"	"dēlābor –lāpsus sum"	"to glide"	"to glide, slip, or fall down; descend; fall in with or upon"	" 96"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#delabor"	"2249"
"deligo deligare deligavi deligatus"	"dēligō dēligāre dēligāvī dēligātus"	"to bind"	"to bind"	" 998"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#deligo"	"4251"
"deligo –ere –legi –lectus"	"dēligō –ere –lēgī –lēctus"	"to choose from; choose"	"to choose from; choose (> de and lego)"	"172"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#deligo"	"958"
"demens dementis"	"dēmēns dēmentis"	"mad, raving"	"mad, raving"	"468"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#demens"	"2189"
"demergo –ere –mersi –mersus"	"dēmergō –ere –mersī –mersus"	"to dip"	"to dip, plunge"	"360"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#demergo"	"5645"
"demitto demittere demisi demissum"	"dēmittō dēmittere dēmīsī dēmissum"	"to send down, drop"	"to send down, drop"	" 431"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#demitto"	"974"
"deni –ae –a"	"dēnī –ae –a"	"10 each"	"10 each"	"188"	"3"	"Number"	"Logeion"	"http://logeion.uchicago.edu/index.html#deni"	"3913"
"dens dentis m."	"dēns dentis m."	"tooth"	"tooth"	"371"	"3"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#dens"	"974"
"densus –a –um"	"dēnsus –a –um"	"thick, dense"	"thick, dense"	" 484"	"3"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#densus"	"872"
"depello depellere depuli depulsus"	"dēpellō dēpellere dēpulī dēpulsus"	"to drive off, expel"	"to drive off, expel"	"157"	"5"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#depello"	"2022"
"depono deponere deposui depositus"	"dēpōnō dēpōnere dēposuī dēpositus"	"to put down"	"to put/lay down/aside/away; let drop/fall; give up; resign; deposit/entrust/commit; lift off; take off (clothes); have (hair/beard/nails) cut; shed (tusks); pull down, demolish; plant (seedlings); set up, place; lay to rest; fire"	"30"	"7"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#depono"	"872"
"deprehendo deprehendere deprehendi deprehensus"	"dēprehendō dēprehendere dēprehendī dēprehensus"	"to catch, seize, understand"	"to catch, seize; understand, learn about"	" 833"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#deprehendo"	"1289"
"desilio –ire –ui –sultus"	"dēsiliō –īre –uī –sultus"	"to leap or spring down; alight from"	"to leap or spring down; alight from (> de and salio)"	" 517"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#desilio"	"2477"
"despicio –ere –spexi –spectum"	"dēspiciō –ere –spēxī –spectum"	"to look down upon, despise"	"to look down upon, despise"	"25"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#despicio"	"1698"
"destringo –stringere –strinxi –strictum"	"dēstringō –stringere –strīnxī –strictum"	"to strip off, touch gently, criticize"	"to strip off, touch gently, criticize"	"440"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#destringo"	"5645"
"desuper"	"dēsuper"	"from above"	"from above; above"	"303"	"2"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#dēsuper"	"3025"
"detego –ere –texi –tectus"	"dētegō –ere –tēxī –tēctus"	"to uncover"	"to uncover; lay bare, expose to view"	" 570"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#detego"	"4957"
"detraho –ere –traxi –tractum"	"dētrahō –ere –trāxī –tractum"	"to take away from"	"to take away from"	" 835"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#detraho"	"1289"
